latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp
10.82442,-13.82784,338.8,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,303.9,8.5
10.85483,-13.65916,331.1,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,300.4,1.5
10.85541,-13.65593,339.9,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.8,1.5
10.80839,-13.91655,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,305.4,99.9
10.81122,-13.9009,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,303.7,5.4
10.79153,-13.98028,334.7,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.7,8.7
11.25069,-13.175,337.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.6,65.8
11.42729,-12.18303,339.8,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.1,5.9
11.49587,-11.7923,356,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,314.5,67.6
11.24382,-13.18537,344.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.2,81
11.24709,-13.13954,343.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,306.6,25.5
11.24806,-13.1342,343.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305,25.5
11.2626,-13.05351,334.8,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.1,2.7
11.08949,-13.97652,353.4,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,305,4.3
11.09007,-13.97341,343.3,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,303.4,49.1
11.09062,-13.97038,339.4,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,304.7,49.1
11.24229,-13.13854,355.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.4,11.9
11.08439,-13.97548,336.6,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302.9,4.3
11.08603,-13.96659,343.1,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,303.3,82.6
11.1002,-13.88961,339.4,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,303.5,1.9
11.10076,-13.88656,338.4,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,305.2,3.9
11.10189,-13.88043,334.6,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,304.5,2
11.09514,-13.88849,353.6,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,305.2,8.4
11.09571,-13.88544,343.3,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,305.3,6.2
11.19781,-13.32822,342.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.6,4.9
11.19877,-13.32298,338.4,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.1,10.6
11.25327,-13.02291,333.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.5,3.7
11.31916,-12.65764,344.2,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.8,23.7
11.32011,-12.65238,349.2,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,306.3,23.7
11.32106,-12.6471,333.7,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.2,2
11.3511,-12.47952,350,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.6,7.6
11.19293,-13.32728,340.4,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.5,4.9
11.31448,-12.65691,336.5,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304,23.7
11.42473,-12.04045,342.5,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.7,6.3
11.08894,-13.89355,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,306.2,6.8
11.08385,-13.8926,336.5,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,305.8,1.9
11.20273,-13.24602,336.9,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304,140.6
11.30299,-12.69382,344.5,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.1,7.4
11.42033,-12.03927,350.3,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,313.1,51.6
11.42524,-12.01169,332.5,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,307.3,106.7
11.09105,-13.82538,342.1,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,303.7,7.5
11.1938,-13.26728,346.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,318.5,79.3
11.19477,-13.262,340.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.8,79.3
11.41998,-12.01541,348.1,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,308.4,106.7
11.42152,-12.00676,346.7,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,307.3,112.8
11.09049,-13.82835,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,307.9,7.5
11.42074,-12.01111,367,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,345.8,106.7
11.41546,-12.01495,335.9,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,306.3,23.6
11.41624,-12.01056,353.3,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,316.1,23.6
11.41703,-12.00615,346,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,307.6,18.3
11.19648,-13.19784,333.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.8,3
11.17528,-13.28581,345.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,308.9,11.5
11.17624,-13.28061,342.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304,11.5
11.78544,-9.84571,345.2,0.5,0.4,2017-04-30,13:36,N,nominal,1.0NRT,309,7.7
11.43752,-11.76406,367,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,307.3,14.2
11.09153,-13.62691,338.7,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,308.9,11.8
11.09211,-13.62383,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,309.5,8.8
11.08711,-13.62291,355.5,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,308.4,8.8
11.21777,-12.92033,335.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,302.1,6.6
11.1766,-13.08911,338.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.9,6.2
11.77209,-9.73872,346,0.5,0.4,2017-04-30,13:36,N,nominal,1.0NRT,306.7,11
11.76751,-9.74248,340.5,0.5,0.4,2017-04-30,13:36,N,nominal,1.0NRT,307.5,11
11.77431,-9.73626,337.3,0.5,0.4,2017-04-30,13:36,N,nominal,1.0NRT,305.9,5.2
11.7697,-9.74025,350.8,0.5,0.4,2017-04-30,13:36,N,nominal,1.0NRT,308,19.8
11.09216,-13.62495,352.9,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,309.3,10.2
11.2171,-12.92272,335.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,302,6.9
11.76288,-9.73385,338.9,0.5,0.4,2017-04-30,13:36,N,nominal,1.0NRT,307.5,7.1
11.80278,-9.46883,342.5,0.5,0.4,2017-04-30,13:36,N,nominal,1.0NRT,312.4,7.9
11.08715,-13.62406,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,309.3,10.3
11.16254,-13.17427,335.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.9,6.2
11.35093,-12.0533,343.1,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,306.3,4.7
11.48238,-13.40381,347.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,314.4,55.7
11.56462,-12.9566,345.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.3,7.5
11.57796,-12.88363,347.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,310.3,8.3
11.44467,-13.57981,342.1,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302.6,29.2
11.44576,-13.57393,340.2,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,310.4,29.2
11.44683,-13.56815,356.5,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,315.2,167.1
11.42023,-13.68343,348.4,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,309.6,50.5
11.42128,-13.6778,350.5,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,306.3,50.5
11.4386,-13.58489,342,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302.4,17.2
11.43974,-13.57877,350.4,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.5,29.2
11.44291,-13.56174,350.4,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,304.9,167.1
11.44081,-13.57298,367,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302.2,29.2
11.44187,-13.56735,367,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,335.1,167.1
11.4152,-13.68269,334.5,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.2,3.9
11.41627,-13.67698,332.3,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302.1,3.9
11.43368,-13.5838,347.3,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,299.8,13.3
11.43479,-13.57785,357.1,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302.6,183.8
11.43794,-13.56094,351.1,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,304.7,227.8
11.80182,-11.56656,349.2,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,311.9,12
11.89927,-11.01647,342.1,0.4,0.5,2017-04-30,13:36,N,nominal,1.0NRT,310.2,4.1
11.43586,-13.57209,367,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,337.8,183.8
11.4369,-13.56652,367,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,352.3,227.8
11.42874,-13.58279,343.1,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,299.7,13.3
11.42981,-13.57703,354.7,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,300.5,183.8
11.433,-13.56001,349.5,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,304.7,227.8
11.52302,-13.07574,348.4,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.2,6.3
11.63956,-12.44103,330.3,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.1,4.3
11.64145,-12.43066,335,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.5,4.5
11.89448,-11.01944,356.5,0.4,0.5,2017-04-30,13:36,N,nominal,1.0NRT,319,74.9
11.43089,-13.57126,367,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,331.6,183.8
11.43193,-13.56569,367,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,325.4,227.8
11.42594,-13.57037,348.6,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.5,20.2
11.42697,-13.56484,343.8,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,299,11.6
11.05508,-13.68707,340.8,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302.3,11.7
11.04949,-13.68921,356,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.6,11.7
11.05061,-13.68305,341.5,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,303,19.8
11.14615,-13.15405,339.9,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.4,10.8
11.14715,-13.14845,356.3,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,306.4,16.9
11.15499,-13.10479,332.9,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.7,4.8
11.21801,-12.75238,330.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,300.9,1.4
11.21879,-12.74802,331.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,302.9,5
11.32206,-12.16492,335.8,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.8,2.4
11.05003,-13.68623,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,308.9,11.7
11.15136,-13.09729,339.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,299,42
11.15244,-13.09128,331.8,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.8,55.3
11.2141,-12.74708,367,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.7,21
11.12757,-13.20156,344.4,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,302.9,40
11.12857,-13.19602,347.9,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304,40
11.14678,-13.095,352.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,308.2,42
11.14789,-13.08886,352.8,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,315.2,55.3
11.21206,-12.73132,345.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.9,10.8
11.11674,-13.23371,335.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.1,2.9
11.12278,-13.2003,338.2,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.8,239.4
11.14321,-13.08718,343.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301,37.4
11.15406,-13.02707,350.2,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.3,13.1
11.15504,-13.02164,337.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,300.3,13.1
11.14211,-13.0933,367,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.6,87.7
11.13633,-13.09774,338.4,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,297.9,87.7
10.99466,-13.84624,345.3,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,304.4,8.5
11.18143,-12.82059,343.8,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.7,18.3
11.18236,-12.81544,343.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,302.2,18.3
11.40157,-11.58293,343.7,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,308.9,7.7
11.67475,-9.99891,342.6,0.5,0.4,2017-04-30,13:36,N,nominal,1.0NRT,310.4,5.9
10.98158,-13.88867,332.6,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,298.9,3.9
10.98214,-13.88562,338.2,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,299,3.9
10.98273,-13.88244,353.1,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,299.6,12.2
10.98391,-13.87604,343.9,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,305.1,7.4
10.9845,-13.87283,334.2,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302.7,7.4
10.98847,-13.85133,340.2,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,303.5,7
10.99013,-13.84231,332.7,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302.9,8.5
11.10118,-13.23625,339.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.1,4.3
11.17499,-12.8292,347.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.2,12.1
11.17584,-12.82449,346.9,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.3,12.1
11.29752,-12.14581,342.9,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.7,9.1
11.29829,-12.14149,344.8,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.4,9.1
10.98331,-13.87926,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,305.9,12.2
10.98901,-13.84838,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,312.6,7
10.98956,-13.84539,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,313.1,8.5
10.97543,-13.8934,332.7,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,298.9,2.5
10.97595,-13.89058,337.1,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,298.2,2.5
10.97648,-13.88772,347.6,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,299.4,17.8
10.97941,-13.87185,345.9,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,305.3,85.4
11.16947,-12.83273,334.2,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,299.3,6.9
11.17209,-12.81821,343.2,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,300,60.7
11.29299,-12.14508,342.4,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.3,10.7
11.41211,-11.4722,343.1,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,308.4,3.6
10.97704,-13.88467,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.6,17.8
10.97821,-13.87836,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,350.2,131.4
10.97881,-13.87511,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,319.1,85.4
10.97087,-13.88952,333.6,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.2,2.5
10.97141,-13.88661,338.1,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.2,17.8
10.97198,-13.88355,354.5,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.3,17.8
10.97375,-13.87399,335.4,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,299.8,85.4
10.98622,-13.8066,335.6,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,304,2
11.02144,-13.61584,335.6,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,307.6,7
11.09538,-13.21289,339.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,302.9,11.4
11.09644,-13.20708,342.4,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.6,12
11.11779,-13.09009,334.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.6,1.8
11.16654,-12.82187,349.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.1,319
10.97255,-13.88046,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,327.6,131.4
10.97314,-13.87726,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,313.5,131.4
10.9675,-13.87926,333.5,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.7,5
11.01646,-13.61479,354.2,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,315.6,32
11.11397,-13.08372,340.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,302.8,7.4
11.30083,-12.0492,345.4,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,307.4,12.3
11.01533,-13.62089,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,304.3,12.8
11.0768,-13.25934,343.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.1,17.2
11.07781,-13.25384,340.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,302.4,17.2
10.99406,-13.67977,350,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,304,5.4
11.07298,-13.25269,345.4,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,305.6,149.4
11.0818,-13.20469,345.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.1,6.1
11.15755,-12.79077,341.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,302.3,4.3
11.15838,-12.78619,343.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.6,11.1
11.16005,-12.77704,334.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.7,4
10.99351,-13.68275,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,306.5,5.4
11.13211,-12.87644,346.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,307.9,126.2
10.98005,-13.67126,333,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,297.6,8.7
10.98119,-13.66516,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,301.2,83.8
10.97493,-13.67085,332.6,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,297.7,5.3
10.97551,-13.66771,344.8,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,306.6,32
11.3674,-11.5238,340.5,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,307.5,3.9
11.36814,-11.51967,341.4,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,308.5,3.9
10.9761,-13.66458,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302.7,32
11.12919,-12.81234,349.9,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,297.7,168.9
11.13132,-12.80081,346.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,299.5,123
11.26788,-12.05234,345.7,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,304.8,6.5
11.13028,-12.80645,367,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,326.8,168.9
11.05265,-13.19923,341.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.8,4.6
11.12271,-12.82099,334.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298,12.7
11.12359,-12.8162,352.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,300.9,12.7
10.51066,-13.83546,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,305.4,7.5
10.50552,-13.83458,338.8,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302.4,7.5
10.67947,-12.8575,334.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,302.8,2.9
10.62703,-13.12555,337.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.8,4.6
10.65771,-12.95257,349.8,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,306.5,36.8
10.72756,-12.55651,337.2,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,297.1,2.3
10.47637,-13.93734,334.9,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,305.1,38.8
10.64821,-12.97804,344.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.5,7.3
10.64916,-12.97274,336.8,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.3,6.4
10.65667,-12.93042,333.2,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.9,2.7
10.74453,-12.43253,333.7,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,299.6,4.8
10.47692,-13.93433,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,300.5,40.1
10.4707,-13.93919,330.2,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,300,8.3
10.47177,-13.93329,340.8,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,299,11.1
10.49518,-13.80391,337.4,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,307.1,36.7
10.47124,-13.93618,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,303.8,8.3
10.49574,-13.80082,367,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,302,36.7
10.61638,-13.10061,345.9,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,299.4,12.3
10.61739,-13.09495,343.3,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.1,12.3
10.6461,-12.93394,340.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,300.4,5.4
10.59844,-13.1727,335.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.4,4.7
10.61354,-13.08836,340,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301,16.5
10.64128,-12.93312,343.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.5,14.6
10.61048,-13.10543,367,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.7,15.8
10.61251,-13.0941,367,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,313.5,109.1
10.60559,-13.1047,335.6,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,299.3,15.8
10.60661,-13.09897,336.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298,109.1
10.60763,-13.09329,349,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.7,109.1
10.60864,-13.08764,336.3,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,300.7,16.5
10.5519,-13.37468,334.7,0.6,0.6,2017-04-30,13:36,N,nominal,1.0NRT,300.4,3.8
10.60071,-13.10385,334.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.3,5.4
10.60175,-13.09806,339.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.4,85.5
10.60277,-13.0924,342,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.3,85.5
10.60377,-13.08683,357.8,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,300.3,115
10.60477,-13.08124,332.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,301.4,115
10.64316,-12.86712,337.3,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,303.2,5.5
10.71064,-12.48854,343.3,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.4,6
10.47079,-13.79265,331.2,0.3,0.6,2017-04-30,13:36,N,nominal,1.0NRT,300.3,2.8
10.59192,-13.12471,335.3,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,286.4,1.4
10.59386,-13.11397,339.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,289.2,9.1
10.59484,-13.1085,333.2,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,295.6,5.4
10.59585,-13.10292,340.5,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,297.6,5.4
10.59691,-13.09703,353.3,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,297.2,85.5
10.6,-13.07985,339.2,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.4,115
10.589,-13.11298,335.7,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,283.5,5.4
10.58998,-13.10755,339.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,292,10.2
10.59098,-13.10199,341.8,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,294.6,10.2
10.59203,-13.09616,354.3,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,296.8,95.5
10.59524,-13.07837,347.4,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,299.1,287.2
10.59422,-13.08401,367,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,334,287.2
10.58716,-13.09532,340.8,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,297.1,95.5
10.58834,-13.08875,346.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.9,95.5
10.59048,-13.0769,346.1,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,297.4,287.2
10.72419,-12.33154,341,0.5,0.5,2017-04-30,13:36,N,nominal,1.0NRT,299.6,7.4
10.56496,-13.19001,335.2,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,302.5,9
10.58339,-13.08836,335,0.6,0.5,2017-04-30,13:36,N,nominal,1.0NRT,298.1,9
